inn,setid,title,published,route,lyophilized,presentation_index,source_text,fill_volume_ml,protein_conc_mg_ml,lysine_mm,surfactant,surfactant_pct_wv,trehalose_mm,trehalose_pct_wv,n_ingredients_parsed,buffer_species,buffer_conc_mm,ph,ph_is_range,ph_from_composition,nacl_mm,label_mw_kda,glycine_mm,mannitol_mm,mannitol_pct_wv,sucrose_mm,sucrose_pct_wv,methionine_mm,sorbitol_mm,sorbitol_pct_wv,arginine_mm,proline_mm,usable
erenumab,b998ed05-94b0-47fd-b28f-cddd1e128fd8,"AIMOVIG (ERENUMAB-AOOE) INJECTION AIMOVIG (ERENUMAB-AOOE) INJECTION, SOLUTION [AMGEN, INC]","Jul 17, 2026",subcutaneous,False,1.0,"Each 1 mL 140 mg single-dose prefilled autoinjector and 140 mg single-dose prefilled glass syringe contains 140 mg erenumab-aooe, acetate (2.0 mg), polysorbate 80 (0.10 mg), and sucrose (65 mg).",1.0,,,polysorbate 80,0.01,,,3.0,,,5.2,False,False,,150.0,,,,189.89,6.5,,,,,,False
evinacumab,73412138-6d8f-4ea6-bb72-a740190470ff,"EVKEEZA (EVINACUMAB) INJECTION, SOLUTION, CONCENTRATE [REGENERON PHARMACEUTICALS, INC.]","Oct 06, 2025",intravenous,False,0.0,"Each mL contains 150 mg of evinacumab-dgnb, and L-arginine hydrochloride (14.8 mg), L-histidine (0.74 mg), L-histidine monohydrochloride monohydrate (1.1 mg), L-proline (30 mg), polysorbate 80 (1 mg) and Water for Injection, USP.",,,,,,,,0.0,,,,,,,146.0,,,,,,,,,,,False
faricimab,04cc9ef7-c02a-4e92-a655-0062674e8487,"VABYSMO (FARICIMAB) INJECTION, SOLUTION [GENENTECH, INC.]","Apr 22, 2026",,False,0.0,"Each single-dose prefilled syringe or single-dose vial is designed to deliver 0.05 mL (50 microliters) of solution containing 6 mg faricimab-svoa, L-histidine (155 mcg), L-methionine (52.2 mcg), polysorbate 20 (20 mcg), sodium chloride (73.1 mcg), D-sucrose (2.74 mg) and Water for Injection, adjusted to pH 5.5 with acetic acid.",0.05,,,polysorbate 20,0.04,,,4.0,,,5.5,False,True,25.02,149.0,,,,160.09,5.48,7.0,,,,,False
fremanezumab,98e344ea-5916-4947-b6f2-4a76ccc04b6b,"AJOVY (FREMANEZUMAB-VFRM) INJECTION [TEVA PHARMACEUTICALS USA, INC.]","Jun 11, 2026",subcutaneous,False,0.0,"Each prefilled autoinjector or prefilled syringe delivers 1.5 mL of solution containing 225 mg fremanezumab-vfrm, disodium ethylenediaminetetraacetic acid dihydrate (EDTA) (0.204 mg), L-histidine (0.815 mg), L-histidine hydrochloride monohydrate (3.93 mg), polysorbate-80 (0.3 mg), sucrose (99 mg), and Water for Injection, and has a pH of 5.5.",1.5,,,polysorbate 80,0.02,,,4.0,histidine,16.0,5.5,False,True,,148.0,,,,192.81,6.6,,,,,,True
garadacimab,07b0b671-db81-49f0-a402-0c0219db7fa2,"ANDEMBRY (GARADACIMAB) INJECTION, SOLUTION [CSL]","Jul 10, 2025",subcutaneous,False,0.0,"Each 1.2 mL prefilled autoinjector or prefilled syringe with needle safety device of ANDEMBRY contains 200 mg of garadacimab-gxii, arginine monohydrochloride (37.9 mg), histidine (3.7 mg), polysorbate 80 (0.24 mg), proline (19.3 mg), and water for injection, USP.",1.2,,,polysorbate 80,0.02,,,3.0,histidine,19.87,,,,,,,,,,,,,,,139.7,False
galcanezumab,33a147be-233a-40e8-a55e-e40936e28db0,"EMGALITY (GALCANEZUMAB-GNLM) INJECTION, SOLUTION [ELI LILLY AND COMPANY]","Jun 18, 2026",subcutaneous,False,0.0,"Each mL of solution contains 100 mg or 120 mg of galcanezumab-gnlm; L-histidine (0.5 mg); L-histidine hydrochloride monohydrate (1.5 mg); Polysorbate 80 (0.5 mg); Sodium Chloride (8.8 mg); Water for Injection, USP.",,,,,,,,0.0,,,,,,,147.0,,,,,,,,,,,False
evolocumab,cd61e902-166d-4aa6-9f3c-a18c1008d07e,"REPATHA (EVOLOCUMAB) INJECTION, SOLUTION REPATHA (EVOLOCUMAB) KIT [AMGEN USA INC.]","Aug 21, 2026",subcutaneous,False,0.0,"Each 1 mL prefilled single-dose pen, prefilled single-dose SureClick® autoinjector and prefilled single-dose syringe contains 140 mg evolocumab, acetate (1.2 mg), polysorbate 80 (0.1 mg), proline (25 mg) in Water for Injection, USP.",1.0,,,polysorbate 80,0.01,,,2.0,,,5.0,False,False,,,,,,,,,,,,217.15,False
gemtuzumab,32fd2bb2-1cfa-4250-feb8-d7956c794e05,"MYLOTARG (GEMTUZUMAB OZOGAMICIN) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [WYETH PHARMACEUTICALS LLC, A SUBSIDIARY OF PFIZER INC.]","Dec 22, 2025",intravenous,True,0.0,"Inactive ingredients are dextran 40 (41.0 mg), sodium chloride (26.1 mg), sodium phosphate dibasic anhydrous (2.7 mg), sodium phosphate monobasic monohydrate (0.45 mg), and sucrose (69.8 mg).",,,,,,,,0.0,,,,,,,,,,,,,,,,,,False
glofitamab,3516e753-f064-4d30-9bd5-e3f2e143f75d,"COLUMVI (GLOFITAMAB) CONCENTRATE COLUMVI (GLOFITAMAB) SOLUTION, CONCENTRATE [GENENTECH, INC.]","Jul 02, 2026",intravenous,False,0.0,"Each mL of solution contains 1 mg glofitamab-gxbm, histidine (0.63 mg), histidine hydrochloride monohydrate (3.34 mg), methionine (1.49 mg), polysorbate 20 (0.5 mg), sucrose (82.15 mg), and Water for Injection, USP, at pH 5.5.",,,,,,,,0.0,,,5.5,False,True,,197.0,,,,,,,,,,,False
ibalizumab,c548ad82-9d1f-4d16-95b6-4e6106badf43,"TROGARZO (IBALIZUMAB) INJECTION, SOLUTION [THERATECHNOLOGIES INC.]","Jan 12, 2026",intravenous,False,0.0,"Each single-dose vial delivers approximately 1.33 mL containing 200 mg of ibalizumab-uiyk, and contains the following inactive ingredients: 10 mM L-histidine (2.06 mg), 0.045% polysorbate 80 (0.60 mg), 52 mM sodium chloride (4.04 mg) and 5.2% sucrose (69.2 mg).",,,,,,,,0.0,,,6.0,False,False,,150.0,,,,,,,,,,,False
ibritumomab,25d367dc-da65-44c9-a844-1bf15339c285,ZEVALIN (IBRITUMOMAB TIUXETAN) KIT [ACROTECH BIOPHARMA INC],"Apr 26, 2023",,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
idarucizumab,c7400f8a-dcf4-a6df-6d07-983081b1bf34,"PRAXBIND (IDARUCIZUMAB) INJECTION [BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.]","Feb 08, 2024",intravenous,False,0.0,"PRAXBIND (idarucizumab) is supplied in 2 single-dose vials, each containing 2.5 g of idarucizumab in 50 mL formulated as a buffered, isotonic, solution containing acetic acid glacial (10.05 mg), polysorbate 20 (10 mg), sodium acetate (88.82 mg), sorbitol (2004.20 mg), and water for injection with an osmolality of 270-330 mOsm/kg and a pH of 5.3-5.7.",50.0,,,polysorbate 20,0.02,,,4.0,acetate,25.0,5.5,True,True,,,,,,,,,220.04,4.0084,,,True
golimumab,f86cb4a7-c358-4136-ae57-b32bda9bba00,"SIMPONI (GOLIMUMAB) INJECTION, SOLUTION [JANSSEN BIOTECH, INC.]","Jan 23, 2026",,False,0.0,"Each 0.5 mL prefilled syringe and autoinjector contains 50 mg golimumab, L-histidine and L-histidine monohydrochloride monohydrate (0.44 mg), polysorbate 80 (0.08 mg), sorbitol (20.5 mg) and Water for Injection.",0.5,,,polysorbate 80,0.016,,,3.0,histidine,4.2,,,,,,,,,,,,225.06,4.1,,,False
golimumab,f86cb4a7-c358-4136-ae57-b32bda9bba00,"SIMPONI (GOLIMUMAB) INJECTION, SOLUTION [JANSSEN BIOTECH, INC.]","Jan 23, 2026",,False,1.0,"Each 1 mL prefilled syringe and autoinjector contains 100 mg golimumab, L-histidine and L-histidine monohydrochloride monohydrate (0.87 mg), polysorbate 80 (0.15 mg), sorbitol (41.0 mg) and Water for Injection.",1.0,,,polysorbate 80,0.015,,,3.0,histidine,4.15,,,,,,,,,,,,225.06,4.1,,,False
golimumab,9e260a47-55af-4c92-8d88-a86ccc767fff,"SIMPONI ARIA (GOLIMUMAB) SOLUTION [JANSSEN BIOTECH, INC.]","Sep 11, 2025",intravenous,False,0.0,"Each 4-mL vial of SIMPONI ARIA contains 50 mg golimumab, L-histidine (1.14 mg), L-histidine monohydrochloride monohydrate (6.42 mg), polysorbate 80 (0.6 mg), sorbitol (180 mg), and water for injection.",,,,,,,,0.0,,,5.5,False,False,,,,,,,,,,,,,False
inebilizumab,834db232-afb0-4dcf-93e0-009ce8245c20,"UPLIZNA (INEBILIZUMAB) INJECTION [HORIZON THERAPEUTICS USA, INC.]","Dec 24, 2025",intravenous,False,0.0,"Each mL contains 10 mg of inebilizumab-cdon, L-histidine (1.4 mg), L-histidine hydrochloride monohydrate (2.3 mg), polysorbate 80 (0.1 mg), sodium chloride (4.1 mg), α,α-trehalose dihydrate (40.1 mg), and Water for Injection, USP and a pH of 6.",,,,,,,,0.0,,,6.0,False,True,,,,,,,,,,,,,False
guselkumab,1e6dc9ae-1c4c-42d9-87aa-c315ecc51b56,"TREMFYA (GUSELKUMAB) INJECTION TREMFYA (GUSELKUMAB) INJECTION [JANSSEN BIOTECH, INC.]","Jun 08, 2026",subcutaneous,False,0.0,"Each TREMFYA 1 mL prefilled syringe, prefilled pen (TREMFYA PEN), or One-Press patient-controlled injector delivers 100 mg guselkumab, L-histidine (0.6 mg), L-histidine monohydrochloride monohydrate (1.5 mg), polysorbate 80 (0.5 mg), sucrose (79 mg) and water for injection at pH 5.8.",,,,,,,,0.0,,,5.8,False,True,,147.0,,,,,,,,,,,False
guselkumab,1e6dc9ae-1c4c-42d9-87aa-c315ecc51b56,"TREMFYA (GUSELKUMAB) INJECTION TREMFYA (GUSELKUMAB) INJECTION [JANSSEN BIOTECH, INC.]","Jun 08, 2026",subcutaneous,False,1.0,"Each TREMFYA 2 mL prefilled syringe or prefilled pen (TREMFYA PEN) delivers 200 mg guselkumab, L-histidine (1.2 mg), L-histidine monohydrochloride monohydrate (3 mg), polysorbate 80 (1 mg), sucrose (158 mg) and water for injection at pH 5.8.",,,,,,,,0.0,,,5.8,False,True,,147.0,,,,,,,,,,,False
guselkumab,1e6dc9ae-1c4c-42d9-87aa-c315ecc51b56,"TREMFYA (GUSELKUMAB) INJECTION TREMFYA (GUSELKUMAB) INJECTION [JANSSEN BIOTECH, INC.]","Jun 08, 2026",subcutaneous,False,2.0,"Each TREMFYA 20 mL vial delivers 200 mg guselkumab, EDTA disodium dihydrate (0.4 mg), L-histidine (11.3 mg), L-histidine monohydrochloride monohydrate (26.6 mg), L-methionine (8 mg), polysorbate 80 (10 mg), sucrose (1700 mg) and water for injection at pH 5.8.",,,,,,,,0.0,,,5.8,False,True,,147.0,,,,,,,,,,,False
inotuzumab,cc7014b1-c775-411d-b374-8113248b4077,"BESPONSA (INOTUZUMAB OZOGAMICIN) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [WYETH PHARMACEUTICALS LLC, A SUBSIDIARY OF PFIZER INC.]","Feb 09, 2026",intravenous,True,0.0,"Inactive ingredients are polysorbate 80 (0.36 mg), sodium chloride (2.16 mg), sucrose (180 mg), and tromethamine (8.64 mg).",,,,,,,,0.0,,,8.0,False,False,,160.0,,,,,,,,,,,False
ipilimumab,2265ef30-253e-11df-8a39-0800200c9a66,"YERVOY (IPILIMUMAB) INJECTION [E.R. SQUIBB & SONS, L.L.C.]","Aug 26, 2026",intravenous,False,0.0,"Each milliliter contains 5 mg of ipilimumab and the following inactive ingredients: diethylene triamine pentaacetic acid (DTPA) (0.04 mg), mannitol (10 mg), polysorbate 80 (vegetable origin) (0.1 mg), sodium chloride (5.85 mg), tris hydrochloride (3.15 mg), and Water for Injection, USP at a pH of 7.",,,,,,,,0.0,,,7.0,False,True,,148.0,,,,,,,,,,,False
lanadelumab,15f99d8c-efe7-4f7d-aa20-0d0f1e30c6e8,"TAKHZYRO (LANADELUMAB-FLYO) SOLUTION TAKHZYRO (LANADELUMAB-FLYO) INJECTION, SOLUTION [TAKEDA PHARMACEUTICALS AMERICA, INC.]","Aug 31, 2026",subcutaneous,False,0.0,"Each mL of ready-to-use TAKHZYRO solution contains 150 mg of lanadelumab-flyo, citric acid monohydrate (4.1 mg), L-histidine (7.8 mg), polysorbate 80 (0.1 mg), sodium chloride (5.3 mg), sodium phosphate dibasic dihydrate (5.3 mg), and Water for Injection, USP.",,,,,,,,0.0,,,6.0,False,False,,,,,,,,,,,,,False
lebrikizumab,7a774ea2-acde-4aaa-9a8f-ccba5a5b1d5f,"EBGLYSS (LEBRIKIZUMAB-LBKZ) INJECTION, SOLUTION [ELI LILLY AND COMPANY]","Jun 15, 2026",subcutaneous,False,0.0,"Each prefilled pen or prefilled syringe delivers 250 mg lebrikizumab-lbkz in 2 mL solution which also contains glacial acetic acid (1.8 mg), histidine (6.2 mg), polysorbate 20 (0.6 mg), sucrose (119.6 mg) and Water for Injection.",2.0,,,polysorbate 20,0.03,,,4.0,acetate+histidine,34.97,,,,,145.0,,,,174.7,5.98,,,,,,False
isatuximab,07730e8c-1340-4d30-8d71-e20f850db8da,"SARCLISA ESCENA (ISATUXIMAB-IRFC) INJECTION, SOLUTION [SANOFI-AVENTIS U.S. LLC]","Jul 13, 2026",subcutaneous,False,0.0,"Each mL of solution contains 140 mg isatuximab-irfc, arginine hydrochloride (23.2 mg), histidine (0.82 mg), histidine hydrochloride monohydrate (0.78 mg), poloxamer 188 (4.0 mg), sucrose (20.0 mg), and Water for Injection, USP.",,,,,,,,0.0,,,6.2,False,False,,148.0,,,,,,,,,,,False
isatuximab,a0473462-6f9d-4eca-a5bf-8620aea68e8a,"SARCLISA (ISATUXIMAB) INJECTION, SOLUTION, CONCENTRATE [SANOFI-AVENTIS U.S. LLC]","Jul 09, 2026",intravenous,False,0.0,"Each mL of solution contains 20 mg isatuximab-irfc, histidine (1.46 mg), histidine hydrochloride monohydrate (2.22 mg), polysorbate 80 (0.2 mg), sucrose (100 mg), and water for injection.",,,,,,,,0.0,,,6.0,False,False,,148.0,,,,,,,,,,,False
ixekizumab,ac96658a-d7dc-4c7c-8928-2adcdf4318b2,"TALTZ (IXEKIZUMAB) INJECTION, SOLUTION [ELI LILLY AND COMPANY]","Jun 23, 2026",subcutaneous,False,0.0,"Each TALTZ 80 mg/mL single-dose autoinjector or TALTZ 80 mg/mL single-dose prefilled syringe is composed of ixekizumab (80 mg); Polysorbate 80, USP (0.3 mg); Sucrose, USP (80 mg); and Water for Injection, USP.",,80.0,,,,,,0.0,,,5.7,True,False,,146.158,,,,,,,,,,,False
ixekizumab,ac96658a-d7dc-4c7c-8928-2adcdf4318b2,"TALTZ (IXEKIZUMAB) INJECTION, SOLUTION [ELI LILLY AND COMPANY]","Jun 23, 2026",subcutaneous,False,1.0,"Each TALTZ 40 mg/0.5 mL single-dose prefilled syringe is composed of ixekizumab (40 mg); Polysorbate 80, USP (0.15 mg); Sucrose, USP (40 mg); and Water for Injection, USP.",0.5,80.0,,polysorbate 80,0.03,,,2.0,,,5.7,True,False,,146.158,,,,233.71,8.0,,,,,,False
ixekizumab,ac96658a-d7dc-4c7c-8928-2adcdf4318b2,"TALTZ (IXEKIZUMAB) INJECTION, SOLUTION [ELI LILLY AND COMPANY]","Jun 23, 2026",subcutaneous,False,2.0,"Each TALTZ 20 mg/0.25 mL single-dose prefilled syringe is composed of ixekizumab (20 mg); Polysorbate 80, USP (0.08 mg); Sucrose, USP (20 mg); and Water for Injection, USP.",0.25,80.0,,polysorbate 80,0.032,,,2.0,,,5.7,True,False,,146.158,,,,233.71,8.0,,,,,,False
lecanemab,9d1ff786-e577-410a-a273-c4d7d0e4e975,"LEQEMBI (LECANEMAB) INJECTION, SOLUTION LECANEMAB AUTOINJECTOR (LECANEMAB-IRMB) INJECTION, SOLUTION [EISAI INC.]","Jul 27, 2026",subcutaneous,False,0.0,"Each mL of solution contains 100 mg of lecanemab-irmb and arginine hydrochloride (42.13 mg), histidine (0.18 mg), histidine hydrochloride monohydrate (4.99 mg), polysorbate 80 (0.50 mg), and Water for Injection at an approximate pH of 5.0.",,,,,,,,0.0,,,5.0,False,True,,150.0,,,,,,,,,,,False
lecanemab,9d1ff786-e577-410a-a273-c4d7d0e4e975,"LEQEMBI (LECANEMAB) INJECTION, SOLUTION LECANEMAB AUTOINJECTOR (LECANEMAB-IRMB) INJECTION, SOLUTION [EISAI INC.]","Jul 27, 2026",subcutaneous,False,1.0,"Each 360 mg/1.8 mL LEQEMBI IQLIK autoinjector contains 360 mg of lecanemab-irmb formulated in: arginine hydrochloride (75.83 mg), histidine (0.25 mg), histidine hydrochloride monohydrate (9.09 mg), polysorbate 80 (0.90 mg), and Water for Injection, USP.",1.8,200.0,,polysorbate 80,0.05,,,4.0,histidine,24.99,5.0,False,False,,150.0,,,,,,,,,199.98,,True
lecanemab,9d1ff786-e577-410a-a273-c4d7d0e4e975,"LEQEMBI (LECANEMAB) INJECTION, SOLUTION LECANEMAB AUTOINJECTOR (LECANEMAB-IRMB) INJECTION, SOLUTION [EISAI INC.]","Jul 27, 2026",subcutaneous,False,2.0,"Each 250 mg/1.25 mL LEQEMBI IQLIK autoinjector contains 250 mg of lecanemab-irmb formulated in: arginine hydrochloride (52.66 mg), histidine (0.18 mg), histidine hydrochloride monohydrate (6.31 mg), polysorbate 80 (0.63 mg), and Water for Injection, USP.",1.25,200.0,,polysorbate 80,0.0504,,,4.0,histidine,25.01,5.0,False,False,,150.0,,,,,,,,,199.98,,True
loncastuximab,af54af12-3edf-4301-8bc5-0446bc813c1d,"ZYNLONTA (LONCASTUXIMAB TESIRINE) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [ADC THERAPEUTICS AMERICA, INC.]","Jun 17, 2026",intravenous,True,0.0,"Each single-dose vial delivers 10 mg of loncastuximab tesirine-lpyl, L-histidine (2.8 mg), L-histidine monohydrochloride (4.6 mg), polysorbate 20 (0.4 mg), and sucrose (119.8 mg).",,,,,,,,0.0,,,6.0,False,False,,151.0,,,,,,,,,,,False
infliximab,dbf738c4-3fac-4422-a9d8-51d9c83a8789,"RENFLEXIS (INFLIXIMAB) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [ORGANON LLC]","Sep 01, 2026",intravenous,True,0.0,"Each single-dose vial contains 100 mg infliximab-abda, dibasic sodium phosphate heptahydrate (1.2 mg), monobasic sodium phosphate monohydrate (6.3 mg), polysorbate 80 (0.5 mg), and sucrose (500 mg).",,,,,,,,0.0,,,,,,,149.1,,,,,,,,,,,False
infliximab,93a193ab-9f96-4da6-aa7c-31212e81879a,ZYMFENTRA (INFLIXIMAB-DYYB) KIT ZYMFENTRA (INFLIXIMAB-DYYB) INJECTION [CELLTRION USA INC.],"Aug 20, 2026",subcutaneous,False,0.0,"Each mL of solution contains 120 mg infliximab-dyyb, acetic acid (0.19 mg), polysorbate 80 (0.5 mg), sodium acetate (0.56 mg), sorbitol (45 mg) and Water for Injection, USP.",,,,,,,,0.0,,,,,,,145.9,,,,,,,,,,,False
infliximab,de34bcb7-b524-45c8-9181-61c6f48d540e,"AVSOLA (INFLIXIMAB-AXXQ) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [AMGEN, INC]","Jul 29, 2026",intravenous,True,0.0,"Each single-dose vial contains 100 mg infliximab-axxq, dibasic sodium phosphate, anhydrous (4.9 mg), monobasic sodium phosphate, monohydrate (2.2 mg), polysorbate 80 (0.5 mg), and sucrose (500 mg).",,,,,,,,0.0,,,,,,,149.1,,,,,,,,,,,False
infliximab,37eaca10-d812-48bc-8b8e-b836bfa9968f,"INFLECTRA (INFLIXIMAB-DYYB) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [PFIZER LABORATORIES DIV PFIZER INC]","Jul 28, 2026",intravenous,True,0.0,"Each single-dose vial contains 100 mg infliximab-dyyb, dibasic sodium phosphate, dihydrate (6.1 mg), monobasic sodium phosphate, monohydrate (2.2 mg), polysorbate 80 (0.5 mg), and sucrose (500 mg).",,,,,,,,0.0,,,,,,,149.1,,,,,,,,,,,False
margetuximab,6a6d50c7-06ea-479c-83cc-f197a9e428c9,"MARGENZA (MARGETUXIMAB-CMKB) INJECTION, SOLUTION, CONCENTRATE [TERSERA THERAPEUTICS LLC]","Feb 24, 2025",intravenous,False,0.0,"Each mL of solution contains 25 mg of margetuximab-cmkb, L-arginine hydrochloride (11 mg), polysorbate 80 (0.1 mg), sodium chloride (2.9 mg), sodium phosphate dibasic, heptahydrate (0.58 mg), sodium phosphate monobasic, monohydrate (1.1 mg), sucrose (30 mg), and Water for Injection, USP at a pH of approximately 6.1.",,,,,,,,0.0,,,6.1,False,True,,149.0,,,,,,,,,,,False
margetuximab,e97a5872-eabf-463b-8f4c-5b5aed9c7bf0,"MARGENZA (MARGETUXIMAB-CMKB) INJECTION, SOLUTION, CONCENTRATE [MACROGENICS, INC]","Jan 27, 2025",intravenous,False,0.0,"Each mL of solution contains 25 mg of margetuximab-cmkb, L-arginine hydrochloride (11 mg), polysorbate 80 (0.1 mg), sodium chloride (2.9 mg), sodium phosphate dibasic, heptahydrate (0.58 mg), sodium phosphate monobasic, monohydrate (1.1 mg), sucrose (30 mg), and Water for Injection, USP at a pH of approximately 6.1.",,,,,,,,0.0,,,6.1,False,True,,149.0,,,,,,,,,,,False
mepolizumab,fefb887c-e4ac-431e-8893-e9d1a5a63fea,"NUCALA (MEPOLIZUMAB) INJECTION, POWDER, FOR SOLUTION NUCALA (MEPOLIZUMAB) INJECTION, SOLUTION [GLAXOSMITHKLINE LLC]","Aug 18, 2025",subcutaneous,True,0.0,"Each vial delivers 100 mg of mepolizumab, polysorbate 80 (0.67 mg), sodium phosphate dibasic heptahydrate (7.14 mg), and sucrose (160 mg), with a pH of 7.0.",,,,,,,,0.0,,,7.0,False,True,,149.0,,,,,,,,,,,False
mepolizumab,fefb887c-e4ac-431e-8893-e9d1a5a63fea,"NUCALA (MEPOLIZUMAB) INJECTION, POWDER, FOR SOLUTION NUCALA (MEPOLIZUMAB) INJECTION, SOLUTION [GLAXOSMITHKLINE LLC]","Aug 18, 2025",subcutaneous,True,1.0,"Each 1 mL delivers 100 mg mepolizumab, citric acid monohydrate (0.95 mg), EDTA disodium dihydrate (0.019 mg), polysorbate 80 (0.20 mg), sodium phosphate dibasic heptahydrate (4.16 mg), and sucrose (120 mg), with a pH of 6.3.",1.0,,,polysorbate 80,0.02,,,4.0,phosphate,15.52,6.3,False,True,,149.0,,,,350.57,12.0,,,,,,True
mepolizumab,fefb887c-e4ac-431e-8893-e9d1a5a63fea,"NUCALA (MEPOLIZUMAB) INJECTION, POWDER, FOR SOLUTION NUCALA (MEPOLIZUMAB) INJECTION, SOLUTION [GLAXOSMITHKLINE LLC]","Aug 18, 2025",subcutaneous,True,2.0,"Each 0.4 mL delivers 40 mg mepolizumab, citric acid monohydrate (0.38 mg), EDTA disodium dihydrate (0.0074 mg), polysorbate 80 (0.08 mg), sodium phosphate dibasic heptahydrate (1.66 mg), and sucrose (48 mg), with a pH of 6.3.",0.4,,,polysorbate 80,0.02,,,4.0,phosphate,15.48,6.3,False,True,,149.0,,,,350.57,12.0,,,,,,True
marstacimab,a2cc631e-13a6-40c2-acf9-065ccedfb90a,"HYMPAVZI (MARSTACIMAB-HNCQ) INJECTION, SOLUTION [PFIZER LABORATORIES DIV PFIZER INC]","Jun 23, 2026",subcutaneous,False,0.0,"Each 1 mL of HYMPAVZI contains 150 mg of marstacimab‑hncq, and the inactive ingredients edetate disodium (0.05 mg), histidine (1.12 mg), L-histidine monohydrochloride (2.67 mg), polysorbate 80 (0.2 mg), and sucrose (85 mg), in Water for Injection, USP.",1.0,,,polysorbate 80,0.02,,,5.0,histidine,24.43,5.8,False,False,,,,,,248.32,8.5,,,,,,True
marstacimab,a2cc631e-13a6-40c2-acf9-065ccedfb90a,"HYMPAVZI (MARSTACIMAB-HNCQ) INJECTION, SOLUTION [PFIZER LABORATORIES DIV PFIZER INC]","Jun 23, 2026",subcutaneous,False,1.0,"Each 0.5 mL of HYMPAVZI contains 75 mg of marstacimab‑hncq, and the inactive ingredients edetate disodium (0.03 mg), histidine (0.56 mg), L‑histidine monohydrochloride (1.34 mg), polysorbate 80 (0.1 mg), and sucrose (43 mg), in Water for Injection, USP.",0.5,,,polysorbate 80,0.02,,,5.0,histidine,24.49,5.8,False,False,,,,,,251.24,8.6,,,,,,True
mirikizumab,472cbe04-263e-433d-9a0f-58c1b50b715a,"OMVOH (MIRIKIZUMAB-MRKZ) INJECTION, SOLUTION OMVOH (MIRIKIZUMAB-MRKZ) KIT [ELI LILLY AND COMPANY]","Aug 11, 2026",subcutaneous,False,0.0,"Each mL contains 20 mg of mirikizumab-mrkz, anhydrous citric acid (0.4 mg), polysorbate 80 (0.5 mg), sodium chloride (8.8 mg), sodium citrate (2.1 mg), and Water for Injection.",,,,,,,,0.0,,,,,,,147.0,,,,,,,,,,,False
mirikizumab,472cbe04-263e-433d-9a0f-58c1b50b715a,"OMVOH (MIRIKIZUMAB-MRKZ) INJECTION, SOLUTION OMVOH (MIRIKIZUMAB-MRKZ) KIT [ELI LILLY AND COMPANY]","Aug 11, 2026",subcutaneous,False,1.0,"Each mL contains 20 mg of mirikizumab-mrkz, anhydrous citric acid (0.1 mg), histidine (0.1 mg), L-histidine hydrochloride monohydrate (0.9 mg), mannitol (33 mg), polysorbate 80 (0.5 mg), sodium chloride (2.9 mg), sodium citrate (0.2 mg), and Water for Injection.",,,,,,,,0.0,,,,,,,147.0,,,,,,,,,,,False
mirikizumab,472cbe04-263e-433d-9a0f-58c1b50b715a,"OMVOH (MIRIKIZUMAB-MRKZ) INJECTION, SOLUTION OMVOH (MIRIKIZUMAB-MRKZ) KIT [ELI LILLY AND COMPANY]","Aug 11, 2026",subcutaneous,False,2.0,"Each mL is composed of 100 mg mirikizumab-mrkz, histidine (0.1 mg), L-histidine hydrochloride monohydrate (0.9 mg), mannitol (33 mg), polysorbate 80 (0.3 mg), sodium chloride (2.9 mg), and Water for Injection.",,,,,,,,0.0,,,,,,,147.0,,,,,,,,,,,False
mirikizumab,472cbe04-263e-433d-9a0f-58c1b50b715a,"OMVOH (MIRIKIZUMAB-MRKZ) INJECTION, SOLUTION OMVOH (MIRIKIZUMAB-MRKZ) KIT [ELI LILLY AND COMPANY]","Aug 11, 2026",subcutaneous,False,3.0,"Each mL is composed of 100 mg mirikizumab-mrkz, histidine (0.1 mg), L-histidine hydrochloride monohydrate (0.9 mg), mannitol (33 mg), polysorbate 80 (0.3 mg), sodium chloride (2.9 mg), and Water for Injection.",,,,,,,,0.0,,,,,,,147.0,,,,,,,,,,,False
mirvetuximab,00c424b5-6ccd-48ab-9e88-1986451120e2,"ELAHERE (MIRVETUXIMAB SORAVTANSINE) INJECTION, SOLUTION [IMMUNOGEN, INC.]","Feb 16, 2026",,False,0.0,"Each mL of solution contains 5 mg of mirvetuximab soravtansine-gynx, and glacial acetic acid (0.22 mg), polysorbate 20 (0.1 mg), sodium acetate (0.53 mg), sucrose (90 mg), and Water for Injection.",,,,,,,,0.0,,,,,,,150.0,,,,,,,,,,,False
mogamulizumab,e53960ab-42a1-40d1-9c7d-eb013fe7f18f,"POTELIGEO (MOGAMULIZUMAB-KPKC) INJECTION [KYOWA KIRIN, INC.]","Mar 03, 2026",intravenous,False,0.0,"Each mL of solution contains 4 mg of mogamulizumab-kpkc and is formulated in: citric acid monohydrate (0.44 mg), glycine (22.5 mg), polysorbate 80 (0.2 mg), and Water for Injection, USP.",,,,,,,,0.0,,,,,,,,,,,,,,,,,,False
